,gene_id,gene_name,cnv_type,gene_strand,gene_description,contig,start,end,frq_Bana_col_2022,frq_Sour_col_2022,frq_Sour_gam_2022,frq_Nass_col_2022,frq_Nass_ara_2022,frq_Side_col_2022,frq_Side_gam_2022,frq_Degu_gam_2022,frq_Po-D_ara_2022,frq_Po-D_gam_2022,frq_Po-D_col_2022,frq_Gama_ara_2022,frq_Gama_col_2022,frq_Gama_gam_2022,frq_Ouro_col_2022,frq_Ouro_ara_2022,frq_Naga_gam_2022,frq_Naga_col_2022,frq_Naga_ara_2022,max_af,windows,label
83,AGAP008203,CYP6S2,del,+,cytochrome P450 [Source:VB Community Annotation],3R,6903106,6904696,0.3287671232876712,0.19230769230769232,0.5,0.35714285714285715,0.18181818181818182,0.14285714285714285,0.18181818181818182,0.0,0.0,0.05555555555555555,0.2631578947368421,0.25,0.2702702702702703,0.16666666666666666,0.5454545454545454,0.5,0.3076923076923077,0.5,0.2222222222222222,0.5454545454545454,6,AGAP008203 (CYP6S2) del
84,AGAP008204,CYP6S1,amp,+,cytochrome P450 [Source:VB Community Annotation],3R,6904974,6906767,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,7,AGAP008204 (CYP6S1) amp
85,AGAP008204,CYP6S1,del,+,cytochrome P450 [Source:VB Community Annotation],3R,6904974,6906767,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,7,AGAP008204 (CYP6S1) del
86,AGAP008205,CYP6R1,amp,-,cytochrome P450 [Source:VB Community Annotation],3R,6906780,6908555,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.125,0.0,0.0,0.0,0.125,7,AGAP008205 (CYP6R1) amp
87,AGAP008206,CYP6N2,amp,-,Cytochrome P450 [Source:UniProtKB/TrEMBL;Acc:A0A1S4GXK7],3R,6908594,6910484,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.01818181818181818,0.125,0.0,0.0,0.0,0.125,7,AGAP008206 (CYP6N2) amp
88,AGAP008207,CYP6Y2,amp,-,cytochrome P450 [Source:VB Community Annotation],3R,6911262,6913091,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.01818181818181818,0.125,0.0,0.0,0.0,0.125,7,AGAP008207 (CYP6Y2) amp
89,AGAP008207,CYP6Y2,del,-,cytochrome P450 [Source:VB Community Annotation],3R,6911262,6913091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7,AGAP008207 (CYP6Y2) del
90,AGAP008208,CYP6Y1,amp,-,cytochrome P450 [Source:VB Community Annotation],3R,6913683,6915393,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.125,0.0,0.0,0.0,0.125,7,AGAP008208 (CYP6Y1) amp
91,AGAP008208,CYP6Y1,del,-,cytochrome P450 [Source:VB Community Annotation],3R,6913683,6915393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7,AGAP008208 (CYP6Y1) del
92,AGAP008209,CYP6M1,amp,+,cytochrome P450 [Source:VB Community Annotation],3R,6915902,6917581,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,6,AGAP008209 (CYP6M1) amp
93,AGAP008210,CYP6N1,amp,-,cytochrome P450 [Source:VB Community Annotation],3R,6922017,6922439,0.0821917808219178,0.038461538461538464,0.0,0.25,0.6363636363636364,0.14285714285714285,0.22727272727272727,0.2,0.4,0.5555555555555556,0.47368421052631576,0.25,0.4594594594594595,0.5416666666666666,0.6909090909090909,0.5,0.6153846153846154,0.5106382978723404,0.6666666666666666,0.6909090909090909,2,AGAP008210 (CYP6N1) amp
94,AGAP008212,CYP6M2,amp,+,cytochrome P450 [Source:VB Community Annotation],3R,6928858,6930547,0.0136986301369863,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.2,0.0,0.0,0.10526315789473684,0.0,0.05405405405405406,0.0,0.05454545454545454,0.125,0.0,0.010638297872340425,0.0,0.2,6,AGAP008212 (CYP6M2) amp
95,AGAP008213,CYP6M3,amp,+,cytochrome P450 [Source:VB Community Annotation],3R,6931811,6933699,0.0,0.0,0.0,0.03571428571428571,0.09090909090909091,0.14285714285714285,0.0,0.2,0.0,0.0,0.15789473684210525,0.0,0.02702702702702703,0.0,0.05454545454545454,0.125,0.07692307692307693,0.0,0.0,0.2,7,AGAP008213 (CYP6M3) amp
96,AGAP008214,CYP6M4,amp,+,cytochrome P450 [Source:VB Community Annotation],3R,6933859,6935721,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.2,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.01818181818181818,0.125,0.0,0.0,0.0,0.2,8,AGAP008214 (CYP6M4) amp
97,AGAP008217,CYP6Z3,amp,-,cytochrome P450 [Source:VB Community Annotation],3R,6971582,6973413,0.0,0.038461538461538464,0.0,0.10714285714285714,0.09090909090909091,0.0,0.2727272727272727,0.2,0.1,0.3333333333333333,0.0,0.0,0.02702702702702703,0.0,0.10909090909090909,0.125,0.15384615384615385,0.02127659574468085,0.0,0.3333333333333333,7,AGAP008217 (CYP6Z3) amp
98,AGAP008217,CYP6Z3,del,-,cytochrome P450 [Source:VB Community Annotation],3R,6971582,6973413,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.09090909090909091,7,AGAP008217 (CYP6Z3) del
99,AGAP008218,CYP6Z2,amp,-,cytochrome P450 [Source:VB Community Annotation],3R,6973779,6975563,0.0,0.07692307692307693,0.0,0.03571428571428571,0.09090909090909091,0.0,0.2727272727272727,0.4,0.2,0.3333333333333333,0.0,0.125,0.0,0.041666666666666664,0.07272727272727272,0.25,0.15384615384615385,0.031914893617021274,0.0,0.4,7,AGAP008218 (CYP6Z2) amp
100,AGAP008218,CYP6Z2,del,-,cytochrome P450 [Source:VB Community Annotation],3R,6973779,6975563,0.0136986301369863,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.041666666666666664,0.01818181818181818,0.0,0.07692307692307693,0.06382978723404255,0.0,0.10526315789473684,7,AGAP008218 (CYP6Z2) del
101,AGAP008219,CYP6Z1,amp,-,cytochrome P450 [Source:VB Community Annotation],3R,6976501,6978142,0.0,0.0,0.0,0.03571428571428571,0.09090909090909091,0.0,0.2727272727272727,0.2,0.2,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.125,0.07692307692307693,0.0,0.0,0.3333333333333333,6,AGAP008219 (CYP6Z1) amp
102,AGAP008356,CYP4H16,amp,-,cytochrome P450 [Source:VB Community Annotation],3R,9860680,9862718,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,8,AGAP008356 (CYP4H16) amp
103,AGAP028019,CYP4H18,amp,+,Cytochrome P450 [Source:UniProtKB/TrEMBL;Acc:A0A1S4HCN4],3R,9911600,9913693,0.0136986301369863,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,8,AGAP028019 (CYP4H18) amp
104,AGAP008552,CYP4H27,amp,+,cytochrome P450 [Source:VB Community Annotation],3R,12569038,12574028,0.0684931506849315,0.0,0.0,0.0,0.0,0.14285714285714285,0.045454545454545456,0.0,0.0,0.05555555555555555,0.0,0.0,0.05405405405405406,0.0,0.07272727272727272,0.0,0.0,0.06382978723404255,0.2222222222222222,0.2222222222222222,18,AGAP008552 (CYP4H27) amp
105,AGAP009240,CYP4C35,amp,-,cytochrome P450 [Source:VB Community Annotation],3R,29201633,29204719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,12,AGAP009240 (CYP4C35) amp
106,AGAP009241,CYP4C36,amp,+,cytochrome P450 [Source:VB Community Annotation],3R,29222046,29224369,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,9,AGAP009241 (CYP4C36) amp
107,AGAP009363,CYP9M1,del,-,cytochrome P450 [Source:VB Community Annotation],3R,31793155,31795094,0.7534246575342466,0.7307692307692307,0.8333333333333334,0.9285714285714286,0.8181818181818182,0.7142857142857143,0.8636363636363636,1.0,1.0,0.8888888888888888,0.9473684210526315,0.75,0.7837837837837838,1.0,0.8909090909090909,1.0,0.9230769230769231,0.8191489361702128,1.0,1.0,7,AGAP009363 (CYP9M1) del
108,AGAP009374,CYP9M1,del,-,cytochrome P450 [Source:VB Community Annotation],3R,31842847,31844432,0.821917808219178,0.8846153846153846,1.0,0.8928571428571429,0.9090909090909091,1.0,1.0,0.8,0.9,0.7777777777777778,0.8947368421052632,1.0,0.918918918918919,0.9583333333333334,0.9090909090909091,1.0,0.9230769230769231,0.9042553191489362,1.0,1.0,7,AGAP009374 (CYP9M1) del
109,AGAP009375,CYP9M2,amp,-,cytochrome P450 [Source:VB Community Annotation],3R,31847523,31849112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6,AGAP009375 (CYP9M2) amp
110,AGAP009375,CYP9M2,del,-,cytochrome P450 [Source:VB Community Annotation],3R,31847523,31849112,0.589041095890411,0.6538461538461539,0.5,0.5,0.9090909090909091,0.42857142857142855,0.6818181818181818,0.2,1.0,0.8333333333333334,0.47368421052631576,0.875,0.5405405405405406,0.4166666666666667,0.6545454545454545,0.75,0.6923076923076923,0.7127659574468085,1.0,1.0,6,AGAP009375 (CYP9M2) del
111,AGAP009696,CYP325C3,amp,+,cytochrome P450 [Source:VB Community Annotation],3R,38988757,38990755,0.1917808219178082,0.07692307692307693,0.16666666666666666,0.07142857142857142,0.0,0.0,0.045454545454545456,0.0,0.1,0.0,0.05263157894736842,0.0,0.13513513513513514,0.041666666666666664,0.07272727272727272,0.0,0.0,0.13829787234042554,0.0,0.1917808219178082,8,AGAP009696 (CYP325C3) amp
112,AGAP009696,CYP325C3,del,+,cytochrome P450 [Source:VB Community Annotation],3R,38988757,38990755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.05454545454545454,0.0,0.0,0.010638297872340425,0.0,0.05454545454545454,8,AGAP009696 (CYP325C3) del
113,AGAP010077,CYP303A1,amp,+,cytochrome P450 [Source:VB Community Annotation],3R,48648861,48656113,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.010638297872340425,0.0,0.041666666666666664,26,AGAP010077 (CYP303A1) amp
114,AGAP010077,CYP303A1,del,+,cytochrome P450 [Source:VB Community Annotation],3R,48648861,48656113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,26,AGAP010077 (CYP303A1) del
115,AGAP010414,CYP4C28,del,-,cytochrome P450 [Source:VB Community Annotation],3L,2957234,2971078,0.6164383561643836,0.5,0.6666666666666666,0.6071428571428571,0.09090909090909091,0.42857142857142855,0.5,0.6,0.1,0.6666666666666666,0.47368421052631576,0.25,0.6486486486486487,0.4166666666666667,0.2,0.0,0.15384615384615385,0.26595744680851063,0.0,0.6666666666666666,47,AGAP010414 (CYP4C28) del
116,AGAP010961,CYP6AK1,del,-,cytochrome P450 [Source:VB Community Annotation],3L,13839175,13854449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52,AGAP010961 (CYP6AK1) del
118,AGAP010966,CYP6AJ1,amp,+,cytochrome P450 [Source:VB Community Annotation],3L,13964171,13966158,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,7,AGAP010966 (CYP6AJ1) amp
119,AGAP010966,CYP6AJ1,del,+,cytochrome P450 [Source:VB Community Annotation],3L,13964171,13966158,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,7,AGAP010966 (CYP6AJ1) del
120,AGAP011028,CYP6AF1,del,-,cytochrome P450 [Source:VB Community Annotation],3L,14600396,14602874,0.8904109589041096,0.9230769230769231,0.6666666666666666,0.8214285714285714,0.0,0.5714285714285714,0.4090909090909091,0.6,0.0,0.9444444444444444,0.9473684210526315,0.0,0.9459459459459459,0.9166666666666666,0.9272727272727272,0.0,0.6153846153846154,0.9042553191489362,0.0,0.9473684210526315,10,AGAP011028 (CYP6AF1) del
121,AGAP011029,CYP6AF2,amp,-,cytochrome P450 [Source:VB Community Annotation],3L,14610081,14612519,0.0547945205479452,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,9,AGAP011029 (CYP6AF2) amp
122,AGAP011029,CYP6AF2,del,-,cytochrome P450 [Source:VB Community Annotation],3L,14610081,14612519,0.2054794520547945,0.19230769230769232,0.3333333333333333,0.21428571428571427,1.0,0.7142857142857143,0.7272727272727273,0.8,1.0,0.5,0.3157894736842105,1.0,0.24324324324324326,0.5833333333333334,0.2727272727272727,1.0,0.5384615384615384,0.26595744680851063,1.0,1.0,9,AGAP011029 (CYP6AF2) del
123,AGAP012291,CYP9J3,amp,+,Cytochrome P450 [Source:UniProtKB/TrEMBL;Acc:A0A1S4H8W2],3L,39811767,39813716,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.05555555555555555,0.0,0.0,0.05405405405405406,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.2,8,AGAP012291 (CYP9J3) amp
124,AGAP012292,CYP9J4,amp,+,cytochrome P450 [Source:VB Community Annotation],3L,39814231,39816748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.2,9,AGAP012292 (CYP9J4) amp
125,AGAP012293,CYP9L3,del,+,cytochrome P450 [Source:VB Community Annotation],3L,39817658,39818599,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.045454545454545456,4,AGAP012293 (CYP9L3) del
126,AGAP012294,CYP9L2,amp,+,cytochrome P450 [Source:VB Community Annotation],3L,39818918,39820604,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,7,AGAP012294 (CYP9L2) amp
127,AGAP012294,CYP9L2,del,+,cytochrome P450 [Source:VB Community Annotation],3L,39818918,39820604,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.045454545454545456,7,AGAP012294 (CYP9L2) del
128,AGAP012296,CYP9J5,amp,+,cytochrome P450 [Source:VB Community Annotation],3L,39836357,39838568,0.6164383561643836,0.38461538461538464,1.0,0.5357142857142857,0.7272727272727273,0.7142857142857143,0.7272727272727273,0.8,0.6,1.0,0.5789473684210527,0.75,0.7297297297297297,0.9583333333333334,0.8727272727272727,1.0,1.0,0.6595744680851063,0.8888888888888888,1.0,9,AGAP012296 (CYP9J5) amp
